image_idx,variance,brisque_score
57,0.05,41.90570068359375
57,0.1,82.658203125
57,0.2,88.86026000976562
58,0.0,41.40667724609375
58,0.01,40.26177978515625
58,0.05,53.47711181640625
58,0.1,79.273681640625
58,0.2,93.92050170898438
59,0.0,42.48193359375
59,0.01,48.55230712890625
59,0.05,75.70172119140625
59,0.1,73.60028076171875
59,0.2,71.81195068359375
60,0.0,44.05523681640625
60,0.01,76.31884765625
60,0.05,72.89227294921875
60,0.1,70.7403564453125
60,0.2,80.42477416992188
61,0.0,25.7589111328125
61,0.01,40.4547119140625
61,0.05,61.62774658203125
61,0.1,73.56256103515625
61,0.2,83.8424072265625
62,0.0,107.5728988647461
62,0.01,135.501708984375
62,0.05,73.8116455078125
62,0.1,77.11978149414062
62,0.2,91.08685302734375
63,0.0,51.82666015625
63,0.01,58.6806640625
63,0.05,100.87466430664062
63,0.1,69.9774169921875
63,0.2,72.40762329101562
64,0.0,70.33978271484375
64,0.01,70.172119140625
64,0.05,57.0064697265625
64,0.1,79.226318359375
64,0.2,66.46267700195312
65,0.0,109.41767883300781
65,0.01,122.13619995117188
65,0.05,138.98590087890625
65,0.1,97.63555908203125
65,0.2,81.17950439453125
66,0.0,46.8441162109375
66,0.01,56.350341796875
66,0.05,65.07904052734375
66,0.1,69.70562744140625
66,0.2,71.16339111328125
67,0.0,42.84234619140625
67,0.01,54.75189208984375
67,0.05,69.9737548828125
67,0.1,46.5479736328125
67,0.2,56.6424560546875
68,0.0,27.593505859375
68,0.01,50.79034423828125
68,0.05,51.282958984375
68,0.1,82.8687744140625
68,0.2,60.984710693359375
69,0.0,31.57818603515625
69,0.01,55.2991943359375
69,0.05,137.93995666503906
69,0.1,77.02154541015625
69,0.2,76.63177490234375
70,0.0,47.86785888671875
70,0.01,65.73785400390625
70,0.05,71.98175048828125
70,0.1,68.73712158203125
70,0.2,63.503173828125
71,0.0,58.1611328125
71,0.01,129.4325408935547
71,0.05,77.96636962890625
71,0.1,65.05203247070312
71,0.2,129.5198516845703
72,0.0,25.63568115234375
72,0.01,35.17388916015625
72,0.05,76.9034423828125
72,0.1,43.45074462890625
72,0.2,61.92071533203125
73,0.0,35.3480224609375
73,0.01,36.033203125
73,0.05,62.6290283203125
73,0.1,46.019134521484375
73,0.2,53.917236328125
74,0.0,69.02410888671875
74,0.01,71.44964599609375
74,0.05,70.5799560546875
74,0.1,69.66827392578125
74,0.2,65.43338012695312
75,0.0,92.14144897460938
75,0.01,76.4781494140625
75,0.05,52.32720947265625
75,0.1,58.8544921875
75,0.2,79.0032958984375
76,0.0,49.42431640625
76,0.01,59.64794921875
76,0.05,77.71542358398438
76,0.1,80.4359130859375
76,0.2,77.89163208007812
77,0.0,27.9371337890625
77,0.01,46.8931884765625
77,0.05,69.00079345703125
77,0.1,77.5072021484375
77,0.2,64.59732055664062
78,0.0,50.1116943359375
78,0.01,49.5
78,0.05,71.518798828125
78,0.1,67.39691162109375
78,0.2,97.43426513671875
79,0.0,40.7847900390625
79,0.01,42.4005126953125
79,0.05,68.4141845703125
79,0.1,51.083953857421875
79,0.2,76.966552734375
80,0.0,28.40283203125
80,0.01,54.00445556640625
80,0.05,62.9332275390625
80,0.1,66.03125
80,0.2,80.65032958984375
81,0.0,109.1536865234375
81,0.01,133.66363525390625
81,0.05,132.12802124023438
81,0.1,149.66363525390625
81,0.2,91.820068359375
82,0.0,56.756103515625
82,0.01,82.08319091796875
82,0.05,70.8983154296875
82,0.1,77.80941772460938
82,0.2,90.21612548828125
83,0.0,33.75836181640625
83,0.01,77.76727294921875
83,0.05,71.15374755859375
83,0.1,86.8321533203125
83,0.2,79.76849365234375
84,0.0,105.5934829711914
84,0.01,72.98037719726562
84,0.05,89.07443237304688
84,0.1,146.33908081054688
84,0.2,67.12496948242188
85,0.0,53.7113037109375
85,0.01,66.59918212890625
85,0.05,61.86224365234375
85,0.1,75.4964599609375
85,0.2,98.7393798828125
86,0.0,38.1416015625
86,0.01,50.17852783203125
86,0.05,56.100341796875
86,0.1,38.8673095703125
86,0.2,81.3641357421875
87,0.0,48.29266357421875
87,0.01,32.1019287109375
87,0.05,74.17523193359375
87,0.1,73.6041259765625
87,0.2,66.5906982421875
88,0.0,103.14912414550781
88,0.01,65.0234375
88,0.05,50.32623291015625
88,0.1,70.99807739257812
88,0.2,88.65298461914062
89,0.0,44.82305908203125
89,0.01,65.34295654296875
89,0.05,63.6856689453125
89,0.1,103.94171142578125
89,0.2,76.22811889648438
90,0.0,57.80767822265625
90,0.01,43.3414306640625
90,0.05,64.093994140625
90,0.1,88.6304931640625
90,0.2,86.09490966796875
91,0.0,19.13201904296875
91,0.01,60.22998046875
91,0.05,68.740966796875
91,0.1,96.94351196289062
91,0.2,127.98593139648438
92,0.0,48.0760498046875
92,0.01,60.09967041015625
92,0.05,74.87567138671875
92,0.1,83.535400390625
92,0.2,84.92886352539062
93,0.0,43.23553466796875
93,0.01,78.20263671875
93,0.05,58.236480712890625
93,0.1,51.488983154296875
93,0.2,85.9625244140625
94,0.0,49.288818359375
94,0.01,43.67401123046875
94,0.05,66.08123779296875
94,0.1,79.20697021484375
94,0.2,72.12191772460938
95,0.0,42.169189453125
95,0.01,62.7078857421875
95,0.05,87.1229248046875
95,0.1,73.02212524414062
95,0.2,86.68157958984375
96,0.0,72.13394165039062
96,0.01,91.82986450195312
96,0.05,79.04779052734375
96,0.1,62.1044921875
96,0.2,85.16055297851562
97,0.0,21.7269287109375
97,0.01,64.484619140625
97,0.05,64.10525512695312
97,0.1,77.76779174804688
97,0.2,60.630706787109375
98,0.0,84.80438232421875
98,0.01,61.66802978515625
98,0.05,38.117919921875
98,0.1,64.03372192382812
98,0.2,46.854339599609375
99,0.0,54.53802490234375
99,0.01,77.77288818359375
99,0.05,73.796875
99,0.1,57.506988525390625
99,0.2,66.36160278320312
