scenario,model_path,defense,img_idx,label_true,avg_ssim,avg_psnr,avg_loss,n_runs
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,39,3,0.044139389842748594,6.302755823260291,28.674703102111817,25
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,40,5,0.08841803520917889,6.760860984488711,35.01104179382324,25
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,41,2,0.10414468050003046,7.622516663548262,12.403601818084717,25
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,42,2,0.02544462773948903,6.607944725919758,19.527381067276,25
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,43,7,0.2031561869382858,8.749511655310997,0.334676964879036,25
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,44,1,0.14003927677869793,8.031449613946592,4.95826220035553,25
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,45,1,0.06572602207772431,6.505634189392861,43.34896032810211,25
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,46,1,0.38212178569287064,11.421929828441524,0.759467006009072,25
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,47,2,0.10768940865993497,8.991586452071282,0.4234179711341858,25
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,48,2,0.042980829924344974,7.15563086280578,9.755605459213257,25
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,normclipping,49,0,0.42730412483215324,11.042288270316101,0.6211989569664002,25
