scenario,model_path,defense,overall_avg_ssim,overall_avg_psnr,overall_avg_loss,threshold,acc_before,acc_after,delta_acc_pp
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0.254826,11.082435,7.564396629,0.995,0.4702,0.4501,-2.01
