scenario,model_path,defense,overall_avg_ssim,overall_avg_psnr,overall_avg_loss,threshold,acc_before,acc_after,delta_acc_pp
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0.798664,24.381926,0.051513319,0.999,0.4702,0.4489,-2.13
