scenario,model_path,defense,img_idx,label_true,repeat_id,seed,label_pred,label_correct,ssim,psnr,final_loss,avg_ssim,avg_psnr,std_ssim,std_psnr,label_acc,threshold,model_acc_before,model_acc_after
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,0,123,6,1,0.20266352593898773,9.235792805723499,1.0571190118789673,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,1,124,6,1,0.1773899793624878,8.832869455522088,3.553363561630249,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,2,125,6,1,0.2002665400505066,9.142323360691782,1.588497281074524,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,3,126,6,1,0.17432032525539398,8.847473462646859,4.381833553314209,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,4,127,6,1,0.1642368584871292,8.808509957117641,3.5112216472625732,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,5,128,6,1,0.19805467128753662,9.266485517826792,1.7176826000213623,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,6,129,6,1,0.20017246901988983,9.230206120559023,1.6811286211013794,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,7,130,6,1,0.18886969983577728,9.055953518132174,2.2952346801757812,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,8,131,6,1,0.2023887038230896,9.198675790172118,1.814178228378296,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,9,132,6,1,0.18820564448833466,9.028501312385451,2.501662254333496,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,10,133,6,1,0.18482154607772827,9.12076140836848,2.48564076423645,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,11,134,6,1,0.18340063095092773,9.085286198477212,1.4321057796478271,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,12,135,6,1,0.17196959257125854,9.096307991290836,1.7515417337417603,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,13,136,6,1,0.18601594865322113,9.331675689439386,1.68044912815094,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,14,137,6,1,0.17046381533145905,8.8022651727179,2.7067904472351074,,,,,,,,
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,clipping,0,6,15,138,6,1,0.17835593223571777,8.994651567163771,1.9563746452331543,,,,,,,,
