scenario,model_path,defense,overall_avg_ssim,overall_avg_psnr,overall_avg_loss,threshold,acc_before,acc_after,delta_acc_pp
fl_model_orig_grads,global_model_state_exp2_b64_e15_c10.pt,sgp,0.529864,17.338631,0.680122042,0.5,0.4702,0.4484,-2.18
